text,cleaned_text,source,label
"@bkbap Oh sure, because the king never steps down for a coffee break, right? Totally makes sense to stay glued to the throne forever.",oh sure because the king never steps down for a coffee break right totally makes sense to stay glued to the throne forever,synthetic-sarcastic,sarcastic
"Oh sure, because nothing screams fun like handing out style guides and policing every little comma and hyphen. Can’t wait! #GrammarPolice",oh sure because nothing screams fun like handing out style guides and policing every little comma and hyphen can t wait,synthetic-sarcastic,sarcastic
@jordanknight Yes! you really want to do this. How else would you meet me and realize that you havent truly lived til now.  ,yes you really want to do this how else would you meet me and realize that you havent truly lived til now,real-sarcastic-TP,sarcastic
@johannaharness &quot;I like to watch people unfurl their greatness into the world through the smallest of actions and thought.&quot; I &lt;3 this. ,quot i like to watch people unfurl their greatness into the world through the smallest of actions and thought quot i lt 3 this,real-literal-FP,literal
@euphrosyna Oh no! What a waste - what were you doing that you didn't get to enjoy either? ,oh no what a waste what were you doing that you didn t get to enjoy either,real-sarcastic-TP,sarcastic
I love talking about how quickly technology is advancing. Project Natal last night said it all. ,i love talking about how quickly technology is advancing project natal last night said it all,real-sarcastic-TP,sarcastic
Just tripped over a shopping cart at the grocery store today lol,just tripped over a shopping cart at the grocery store today lol,synthetic-literal,literal
"@CiaoBella50 Wow, only one of the first 71? You’re practically a founding member of history!",wow only one of the first 71 you re practically a founding member of history,synthetic-sarcastic,sarcastic
"Just got my nails done, stuffed my face, now off to pretend I’m going to the gym. #Balance",just got my nails done stuffed my face now off to pretend i m going to the gym,synthetic-sarcastic,sarcastic
I'm just like Superman ... in that on my homeworld I am a mere mortal  -w,i m just like superman in that on my homeworld i am a mere mortal w,real-sarcastic-TP,sarcastic
@KL44 Well.. all that is possible at the great Garden city.. ,well all that is possible at the great garden city,real-sarcastic-TP,sarcastic
HUNNIES. gash! haha. NO ONE would ever replace you in my heart. GASH tlga. i love my super summer with you guys. wit the seniors. GASH! ,hunnies gash haha no one would ever replace you in my heart gash tlga i love my super summer with you guys wit the seniors gash,real-literal-FP,literal
"*sigh* i always make this same mistake.... you should NEVER make your FAVORITE song your ringtone... ,_, anyone wanna guess why? lol ",sigh i always make this same mistake you should never make your favorite song your ringtone _ anyone wanna guess why lol,real-sarcastic-TP,sarcastic
@Taddy69 I've got to go out in a bit. Make sure you save me a piece...  I'll be disappointed if it's all gone.,i ve got to go out in a bit make sure you save me a piece i ll be disappointed if it s all gone,real-sarcastic-FN,sarcastic
"@SONGSTR3SS &quot;And I am tellllllllin youuuu! I'm not goooooin!&quot; lmao amazing... I had too much fun, and now it's soooo quiet in my house ",quot and i am tellllllllin youuuu i m not goooooin quot lmao amazing i had too much fun and now it s soooo quiet in my house,real-sarcastic-TP,sarcastic
one of my very best mates is moving Wed morning... I'm actually quite sad.   this is so unlike me!,one of my very best mates is moving wed morning i m actually quite sad this is so unlike me,real-literal-TN,literal
@CreativeStu ohh yeah!! You will spoil the crap out of em!! ,ohh yeah you will spoil the crap out of em,real-sarcastic-TP,sarcastic
"Great, my phone died right when I needed it most. Just what I wanted today!",great my phone died right when i needed it most just what i wanted today,synthetic-sarcastic,sarcastic
@ChanelBlueSatin frist yo hubby and now u? Doesn't sound good at all!  Feel better.  ~Enjo,frist yo hubby and now u doesn t sound good at all feel better enjo,real-sarcastic-FN,sarcastic
"@Catholiccitizen Oh sure, because everyone’s just bursting with joy all the time, right? If you ever need a professional cheer-up, I’m *totally* available. Otherwise, carry on with your endless sunshine!",oh sure because everyone s just bursting with joy all the time right if you ever need a professional cheer up i m totally available otherwise carry on with your endless sunshine,synthetic-sarcastic,sarcastic
"@kaiyambao Oh no, you didn't post it up! Hah I love my hair!  Woo, woo. Blah, blah.",oh no you didn t post it up hah i love my hair woo woo blah blah,real-sarcastic-TP,sarcastic
"After two busy weeks of weddings, I finally had some time to rest. Still feeling tired and low on energy though. Really hoping I don’t catch a cold.",after two busy weeks of weddings i finally had some time to rest still feeling tired and low on energy though really hoping i don t catch a cold,synthetic-literal,literal
Does anyone know if http://blogger.com is down? It won't let me post  #fail http://myloc.me/4i8c,does anyone know if is down it won t let me post,real-literal-TN,literal
"@CHEVYBLUE Oh wow, didn’t realize my inbox was your personal storage spot. Thanks for the heads up!",oh wow didn t realize my inbox was your personal storage spot thanks for the heads up,synthetic-sarcastic,sarcastic
"@Jughead_Jones Oh, I'm very sorry to hear that.  I'm sure it's a very emotional time. Hopefully you and your wife are dealing with it ok.",oh i m very sorry to hear that i m sure it s a very emotional time hopefully you and your wife are dealing with it ok,real-sarcastic-FN,sarcastic
@itsrikka im good too. i just gave up doing something and i feel better not doing it ,im good too i just gave up doing something and i feel better not doing it,real-literal-TN,literal
Still up ! But gettin sleepy I still don't feel good.....  I want my baby ! And happy mothers day !!!!! And to my mommy hope u get better,still up but gettin sleepy i still don t feel good i want my baby and happy mothers day and to my mommy hope u get better,real-literal-TN,literal
"@vaudesir Man, I already gave poor @sammydee phony grief about that in my log for that cache. You're brutal. ",man i already gave poor phony grief about that in my log for that cache you re brutal,real-sarcastic-TP,sarcastic
I wish I had Horatio Caine's calm and confidence.,i wish i had horatio caine s calm and confidence,synthetic-literal,literal
@TeamEllen having great fun watching your antics! So jealous of your impending trip! Maybe I'll start a &quot;Mission: Marry Buble&quot;  lol ,having great fun watching your antics so jealous of your impending trip maybe i ll start a quot mission marry buble quot lol,real-sarcastic-TP,sarcastic
"Oh great, another thrilling Sunday morning wasted faffing on the laptop and pretending this tea is gourmet.",oh great another thrilling sunday morning wasted faffing on the laptop and pretending this tea is gourmet,synthetic-sarcastic,sarcastic
@candace_adams I've been sick the whole time.  started to feel better today though.,i ve been sick the whole time started to feel better today though,real-literal-TN,literal
@llamadude haha i was just messing wtih u  u r magical haha,haha i was just messing wtih u u r magical haha,real-sarcastic-TP,sarcastic
"Up and dressed early today, finally ready to head out lol",up and dressed early today finally ready to head out lol,synthetic-literal,literal
Happiest five months of my life   Here's to a million more.,happiest five months of my life here s to a million more,real-sarcastic-TP,sarcastic
Had a long day. I need to go shopping! But I don't have time at all ,had a long day i need to go shopping but i don t have time at all,real-sarcastic-FN,sarcastic
Exhausted beyond words. Can't wait to crash into bed.,exhausted beyond words can t wait to crash into bed,synthetic-literal,literal
